"module name","license","repository"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@6.2.3","MIT","https://github.com/chalk/ansi-styles"
"ansi@0.3.1","MIT","https://github.com/TooTallNate/ansi.js"
"anymatch@3.1.3","ISC","https://github.com/micromatch/anymatch"
"append-transform@2.0.0","MIT","https://github.com/istanbuljs/append-transform"
"archy@1.0.0","MIT","https://github.com/substack/node-archy"
"are-we-there-yet@1.1.7","ISC","https://github.com/iarna/are-we-there-yet"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"array-differ@4.0.0","MIT","https://github.com/sindresorhus/array-differ"
"array-find-index@1.0.2","MIT","https://github.com/sindresorhus/array-find-index"
"array-union@1.0.2","MIT","https://github.com/sindresorhus/array-union"
"array-union@3.0.1","MIT","https://github.com/sindresorhus/array-union"
"array-uniq@1.0.3","MIT","https://github.com/sindresorhus/array-uniq"
"arrify@1.0.1","MIT","https://github.com/sindresorhus/arrify"
"arrify@3.0.0","MIT","https://github.com/sindresorhus/arrify"
"asn1@0.2.6","MIT","https://github.com/joyent/node-asn1"
"assert-plus@1.0.0","MIT","https://github.com/mcavage/node-assert-plus"
"async@1.5.2","MIT","https://github.com/caolan/async"
"async@3.2.6","MIT","https://github.com/caolan/async"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"aws-sign2@0.7.0","Apache-2.0","https://github.com/mikeal/aws-sign"
"aws4@1.13.2","MIT","https://github.com/mhart/aws4"
"b4a@1.7.3","Apache-2.0","https://github.com/holepunchto/b4a"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"balanced-match@4.0.4","MIT","https://github.com/juliangruber/balanced-match"
"bare-events@2.8.2","Apache-2.0","https://github.com/holepunchto/bare-events"
"baseline-browser-mapping@2.9.11","Apache-2.0","https://github.com/web-platform-dx/baseline-browser-mapping"
"bcrypt-pbkdf@1.0.2","BSD-3-Clause","https://github.com/joyent/node-bcrypt-pbkdf"
"before-after-hook@3.0.2","Apache-2.0","https://github.com/gr2m/before-after-hook"
"bin-links@6.0.0","ISC","https://github.com/npm/bin-links"
"bin-version-check@2.1.0","MIT","https://github.com/sindresorhus/bin-version-check"
"bin-version@1.0.4","MIT","https://github.com/sindresorhus/bin-version"
"binary-extensions@2.3.0","MIT","https://github.com/sindresorhus/binary-extensions"
"binary-extensions@3.1.0","MIT","https://github.com/sindresorhus/binary-extensions"
"binaryextensions@6.11.0","Artistic-2.0","https://github.com/bevry/binaryextensions"
"boxen@0.3.1","MIT","https://github.com/sindresorhus/boxen"
"brace-expansion@1.1.12","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.0.2","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@5.0.4","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"browser-stdout@1.3.1","ISC","https://github.com/kumavis/browser-stdout"
"browserslist@4.28.1","MIT","https://github.com/browserslist/browserslist"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"cacache@20.0.3","ISC","https://github.com/npm/cacache"
"cacheable-lookup@5.0.4","MIT","https://github.com/szmarczak/cacheable-lookup"
"cacheable-request@7.0.4","MIT","https://github.com/lukechilds/cacheable-request"
"caching-transform@4.0.0","MIT","https://github.com/istanbuljs/caching-transform"
"call-bind-apply-helpers@1.0.2","MIT","https://github.com/ljharb/call-bind-apply-helpers"
"call-bound@1.0.4","MIT","https://github.com/ljharb/call-bound"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camelcase-keys@2.1.0","MIT","https://github.com/sindresorhus/camelcase-keys"
"camelcase@2.1.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@6.3.0","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-lite@1.0.30001762","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"caseless@0.12.0","Apache-2.0","https://github.com/mikeal/caseless"
"chalk@1.1.3","MIT","https://github.com/chalk/chalk"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"chalk@5.6.2","MIT","https://github.com/chalk/chalk"
"change-case@5.4.4","MIT","https://github.com/blakeembrey/change-case"
"chardet@2.1.1","MIT","https://github.com/runk/node-chardet"
"chokidar@3.6.0","MIT","https://github.com/paulmillr/chokidar"
"chownr@3.0.0","BlueOak-1.0.0","https://github.com/isaacs/chownr"
"clean-stack@2.2.0","MIT","https://github.com/sindresorhus/clean-stack"
"cli-boxes@1.0.0","MIT","https://github.com/sindresorhus/cli-boxes"
"cli-boxes@3.0.0","MIT","https://github.com/sindresorhus/cli-boxes"
"cli-cursor@1.0.2","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-cursor@5.0.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-list@0.1.8","MIT","https://github.com/jamen/cli-list"
"cli-spinners@2.9.2","MIT","https://github.com/sindresorhus/cli-spinners"
"cli-spinners@3.4.0","MIT","https://github.com/sindresorhus/cli-spinners"
"cli-table3@0.6.5","MIT","https://github.com/cli-table/cli-table3"
"cli-table@0.3.11","MIT*","https://github.com/Automattic/cli-table"
"cli-width@1.1.1","ISC","https://github.com/knownasilya/cli-width"
"cli-width@2.2.1","ISC","https://github.com/knownasilya/cli-width"
"cli-width@4.1.0","ISC","https://github.com/knownasilya/cli-width"
"cliui@6.0.0","ISC","https://github.com/yargs/cliui"
"cliui@7.0.4","ISC","https://github.com/yargs/cliui"
"clone-buffer@1.0.0","MIT","https://github.com/gulpjs/clone-buffer"
"clone-regexp@1.0.1","MIT","https://github.com/sindresorhus/clone-regexp"
"clone-response@1.0.3","MIT","https://github.com/sindresorhus/clone-response"
"clone-stats@1.0.0","MIT","https://github.com/hughsk/clone-stats"
"clone@2.1.2","MIT","https://github.com/pvorb/node-clone"
"cloneable-readable@1.1.3","MIT","https://github.com/mcollina/cloneable-readable"
"cmd-shim@8.0.0","ISC","https://github.com/npm/cmd-shim"
"co@4.6.0","MIT","https://github.com/tj/co"
"code-point-at@1.1.0","MIT","https://github.com/sindresorhus/code-point-at"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"colors@1.0.3","MIT","https://github.com/Marak/colors.js"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"commander@14.0.3","MIT","https://github.com/tj/commander.js"
"commander@2.20.3","MIT","https://github.com/tj/commander.js"
"common-ancestor-path@2.0.0","BlueOak-1.0.0","https://github.com/isaacs/common-ancestor-path"
"commondir@1.0.1","MIT","https://github.com/substack/node-commondir"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"concat-stream@1.6.2","MIT","https://github.com/maxogden/concat-stream"
"config-chain@1.1.13","MIT","https://github.com/dominictarr/config-chain"
"configstore@1.4.0","BSD-2-Clause","https://github.com/yeoman/configstore"
"configstore@2.1.0","BSD-2-Clause","https://github.com/yeoman/configstore"
"convert-source-map@1.9.0","MIT","https://github.com/thlorenz/convert-source-map"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"core-util-is@1.0.2","MIT","https://github.com/isaacs/core-util-is"
"core-util-is@1.0.3","MIT","https://github.com/isaacs/core-util-is"
"cross-spawn@7.0.6","MIT","https://github.com/moxystudio/node-cross-spawn"
"cssesc@3.0.0","MIT","https://github.com/mathiasbynens/cssesc"
"currently-unhandled@0.4.1","MIT","https://github.com/jamestalmage/currently-unhandled"
"dashdash@1.14.1","MIT","https://github.com/trentm/node-dashdash"
"dateformat@5.0.3","MIT","https://github.com/felixge/node-dateformat"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"debug@4.4.3","MIT","https://github.com/debug-js/debug"
"decamelize@1.2.0","MIT","https://github.com/sindresorhus/decamelize"
"decamelize@4.0.0","MIT","https://github.com/sindresorhus/decamelize"
"decompress-response@6.0.0","MIT","https://github.com/sindresorhus/decompress-response"
"deep-extend@0.6.0","MIT","https://github.com/unclechu/node-deep-extend"
"deep-is@0.1.4","MIT","https://github.com/thlorenz/deep-is"
"default-require-extensions@3.0.1","MIT","https://github.com/avajs/default-require-extensions"
"default-uid@1.0.0","MIT","https://github.com/sindresorhus/default-uid"
"defer-to-connect@2.0.1","MIT","https://github.com/szmarczak/defer-to-connect"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"delegates@1.0.0","MIT","https://github.com/visionmedia/node-delegates"
"diff@5.2.2","BSD-3-Clause","https://github.com/kpdecker/jsdiff"
"doctrine@3.0.0","Apache-2.0","https://github.com/eslint/doctrine"
"dot-prop@8.0.2","MIT","https://github.com/sindresorhus/dot-prop"
"downgrade-root@1.2.2","MIT","https://github.com/sindresorhus/downgrade-root"
"dunder-proto@1.0.1","MIT","https://github.com/es-shims/dunder-proto"
"each-async@1.1.1","MIT","https://github.com/sindresorhus/each-async"
"eastasianwidth@0.2.0","MIT","https://github.com/komagata/eastasianwidth"
"ecc-jsbn@0.1.2","MIT","https://github.com/quartzjer/ecc-jsbn"
"editions@6.22.0","Artistic-2.0","https://github.com/bevry/editions"
"ejs@3.1.10","Apache-2.0","https://github.com/mde/ejs"
"ejs@4.0.1","Apache-2.0","https://github.com/mde/ejs"
"electron-to-chromium@1.5.267","ISC","https://github.com/kilian/electron-to-chromium"
"emoji-regex@10.6.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"emoji-regex@9.2.2","MIT","https://github.com/mathiasbynens/emoji-regex"
"end-of-stream@1.4.5","MIT","https://github.com/mafintosh/end-of-stream"
"env-paths@2.2.1","MIT","https://github.com/sindresorhus/env-paths"
"env-paths@3.0.0","MIT","https://github.com/sindresorhus/env-paths"
"eol@0.10.0","MIT","https://github.com/ryanve/eol"
"err-code@2.0.3","MIT","https://github.com/IndigoUnited/js-err-code"
"error-ex@1.3.4","MIT","https://github.com/qix-/node-error-ex"
"es-define-property@1.0.1","MIT","https://github.com/ljharb/es-define-property"
"es-errors@1.3.0","MIT","https://github.com/ljharb/es-errors"
"es-object-atoms@1.1.1","MIT","https://github.com/ljharb/es-object-atoms"
"es-set-tostringtag@2.1.0","MIT","https://github.com/es-shims/es-set-tostringtag"
"es6-error@4.1.1","MIT","https://github.com/bjyoungblood/es6-error"
"escalade@3.2.0","MIT","https://github.com/lukeed/escalade"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"eslint-scope@7.2.2","BSD-2-Clause","https://github.com/eslint/eslint-scope"
"eslint-visitor-keys@3.4.3","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint@8.57.1","MIT","https://github.com/eslint/eslint"
"espree@9.6.1","BSD-2-Clause","https://github.com/eslint/espree"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"esquery@1.6.0","BSD-3-Clause","https://github.com/estools/esquery"
"esrecurse@4.3.0","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@5.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"eventemitter3@5.0.1","MIT","https://github.com/primus/eventemitter3"
"events-universal@1.0.1","Apache-2.0","https://github.com/holepunchto/events-universal"
"execa@8.0.1","MIT","https://github.com/sindresorhus/execa"
"execa@9.6.1","MIT","https://github.com/sindresorhus/execa"
"execall@1.0.0","MIT","https://github.com/sindresorhus/execall"
"exit-hook@1.1.1","MIT","https://github.com/sindresorhus/exit-hook"
"exponential-backoff@3.1.3","Apache-2.0","https://github.com/coveooss/exponential-backoff"
"extend@3.0.2","MIT","https://github.com/justmoon/node-extend"
"external-editor@1.1.1","MIT","https://github.com/mrkmg/node-external-editor"
"extsprintf@1.3.0","MIT","https://github.com/davepacheco/node-extsprintf"
"fast-check@4.5.2","MIT","https://github.com/dubzzz/fast-check"
"fast-content-type-parse@2.0.1","MIT","https://github.com/fastify/fast-content-type-parse"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-fifo@1.3.2","MIT","https://github.com/mafintosh/fast-fifo"
"fast-glob@3.3.3","MIT","https://github.com/mrmlnc/fast-glob"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-levenshtein@2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fast-string-truncated-width@3.0.3","MIT","https://github.com/fabiospampinato/fast-string-truncated-width"
"fast-string-width@3.0.2","MIT","https://github.com/fabiospampinato/fast-string-width"
"fast-uri@3.1.0","BSD-3-Clause","https://github.com/fastify/fast-uri"
"fast-wrap-ansi@0.2.0","MIT","https://github.com/43081j/fast-wrap-ansi"
"fastq@1.19.1","ISC","https://github.com/mcollina/fastq"
"fdir@6.5.0","MIT","https://github.com/thecodrr/fdir"
"figures@1.7.0","MIT","https://github.com/sindresorhus/figures"
"figures@6.1.0","MIT","https://github.com/sindresorhus/figures"
"file-entry-cache@6.0.1","MIT","https://github.com/royriojas/file-entry-cache"
"filelist@1.0.4","Apache-2.0","https://github.com/mde/filelist"
"fill-range@7.1.1","MIT","https://github.com/jonschlinkert/fill-range"
"filled-array@1.1.0","MIT","https://github.com/sindresorhus/filled-array"
"find-cache-dir@3.3.2","MIT","https://github.com/avajs/find-cache-dir"
"find-up-simple@1.0.1","MIT","https://github.com/sindresorhus/find-up-simple"
"find-up@1.1.2","MIT","https://github.com/sindresorhus/find-up"
"find-up@4.1.0","MIT","https://github.com/sindresorhus/find-up"
"find-up@5.0.0","MIT","https://github.com/sindresorhus/find-up"
"find-up@7.0.0","MIT","https://github.com/sindresorhus/find-up"
"find-versions@1.2.1","MIT","https://github.com/sindresorhus/find-versions"
"first-chunk-stream@2.0.0","MIT","https://github.com/sindresorhus/first-chunk-stream"
"first-chunk-stream@5.0.0","MIT","https://github.com/sindresorhus/first-chunk-stream"
"flat-cache@3.2.0","MIT","https://github.com/jaredwray/flat-cache"
"flat@5.0.2","BSD-3-Clause","https://github.com/hughsk/flat"
"flatted@3.3.3","ISC","https://github.com/WebReflection/flatted"
"fly-import@1.0.0","MIT*",""
"foreachasync@3.0.0","Apache*","https://github.com/FuturesJS/forEachAsync"
"foreground-child@2.0.0","ISC","https://github.com/tapjs/foreground-child"
"forever-agent@0.6.1","Apache-2.0","https://github.com/mikeal/forever-agent"
"form-data@2.5.5","MIT","https://github.com/form-data/form-data"
"fromentries@1.3.2","MIT","https://github.com/feross/fromentries"
"fs-minipass@3.0.3","ISC","https://github.com/npm/fs-minipass"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"fsevents@2.3.3","MIT","https://github.com/fsevents/fsevents"
"fullname@2.1.0","MIT","https://github.com/sindresorhus/fullname"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"gauge@1.2.7","ISC","https://github.com/iarna/gauge"
"generator-ml-container-creator@1.0.0","UNLICENSED",""
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
