"module name","license","repository"
"@amzn/ml-container-creator-lib@1.0.0","UNLICENSED",""
"@aws-crypto/crc32@5.2.0","Apache-2.0","https://github.com/aws/aws-sdk-js-crypto-helpers"
"@aws-crypto/sha256-browser@5.2.0","Apache-2.0","https://github.com/aws/aws-sdk-js-crypto-helpers"
"@aws-crypto/sha256-js@5.2.0","Apache-2.0","https://github.com/aws/aws-sdk-js-crypto-helpers"
"@aws-crypto/supports-web-crypto@5.2.0","Apache-2.0","https://github.com/aws/aws-sdk-js-crypto-helpers"
"@aws-crypto/util@5.2.0","Apache-2.0","https://github.com/aws/aws-sdk-js-crypto-helpers"
"@aws-sdk/client-bedrock-runtime@3.1008.0","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/core@3.973.19","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/credential-provider-env@3.972.17","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/credential-provider-http@3.972.19","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/credential-provider-ini@3.972.19","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/credential-provider-login@3.972.19","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/credential-provider-node@3.972.20","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/credential-provider-process@3.972.17","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/credential-provider-sso@3.972.19","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/credential-provider-web-identity@3.972.19","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/eventstream-handler-node@3.972.10","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/middleware-eventstream@3.972.7","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/middleware-host-header@3.972.7","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/middleware-logger@3.972.7","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/middleware-recursion-detection@3.972.7","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/middleware-user-agent@3.972.20","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/middleware-websocket@3.972.12","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/nested-clients@3.996.9","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/region-config-resolver@3.972.7","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/token-providers@3.1008.0","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/types@3.973.5","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/util-endpoints@3.996.4","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/util-format-url@3.972.7","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/util-locate-window@3.965.5","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/util-user-agent-browser@3.972.7","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
